WKT;UF;Área Tarifação;sigla;UF_Sigla;Sigla Prisma;Unidade de Negócio;Região;CM Ability;Nome do Site;Endereço;;Município;Latitude;Longitude;Fiscal responsável Vivo;Coordenador Vivo;Coordenador responsável Ability;Classificação Contratual;Modalidade;Tipo de Site;Site ao qual está associado;Detentor do site (conforme Science ou atualizações de campo);Detentor do gabinete (conforme PMTS);Sequencial Science;Monoerb;Site com GMG;Site com GPON da Rede Fixa;;;
POINT (-49.283364 -25.450192);PR;41.0;PRCTA_O1A31;;V2.PR.CTA.O1A31;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_O1A31;R. DR. ALEXANDRE GUTIERREZ; 326 - ÁGUA VERDE;Curitiba;-25.450.192;-49.283.364;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 5 _ DV2.1;Sob demanda;Armário outdoor;;;VIVO;;;;;;;;
POINT (-49.273853 -25.446936);PR;41.0;PRCTA_O1A32;;V2.PR.CTA.O1A32;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_O1A32;Rua Brigadeiro Franco; 3061 - ÁGUA VERDE;Curitiba;-25.446.936;-49.273.853;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 5 _ DV2.1;Sob demanda;Armário outdoor;;;VIVO;;;;;;;;
POINT (-49.2783 -25.451017);PR;41.0;PRCTA_O1A33;;V2.PR.CTA.O1A33;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_O1A33;R. Alferes Angelo Sampaio; 210 - ÁGUA VERDE;Curitiba;-25.451.017;-492.783;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 5 _ DV2.1;Sob demanda;Armário outdoor;;;VIVO;;;;;;;;
POINT (-49.291053 -25.438764);PR;41.0;PRCTA_O1A34;;V2.PR.CTA.O1A34;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_O1A34;R. VICENTE MACHADO; 1643 - BIGORRILHO;Curitiba;-25.438.764;-49.291.053;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 5 _ DV2.1;Sob demanda;Armário outdoor;;;VIVO;;;;;;;;
POINT (-49.244892 -25.426822);PR;41.0;PRCTA_O1A35;;V2.PR.CTA.O1A35;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_O1A35;R. XV DE NOVEMBRO; 2995 - ALTO DA RUA XV;Curitiba;-25.426.822;-49.244.892;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 5 _ DV2.1;Sob demanda;Armário outdoor;;;VIVO;;;;;;;;
POINT (-49.25635 -25.429978);PR;41.0;PRCTA_O1A36;;V2.PR.CTA.O1A36;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_O1A36;AV. SENADOR. SOUZA NAVES; 85 - ALTO DA RUA XV;Curitiba;-25.429.978;-4.925.635;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 5 _ DV2.1;Sob demanda;Armário outdoor;;;VIVO;;;;;;;;
POINT (-49.254322 -25.425239);PR;41.0;PRCTA_O1A37;;V2.PR.CTA.O1A37;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_O1A37;Rua Almirante Tamandaré; 785 - ALTO DA RUA XV;Curitiba;-25.425.239;-49.254.322;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 5 _ DV2.1;Sob demanda;Armário outdoor;;;VIVO;;;;;;;;
POINT (-49.263586 -25.414628);PR;41.0;PRCTA_O1A38;;V2.PR.CTA.O1A38;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_O1A38;R. AUGUSTO SEVERO; 930 - CENTRO CÍVICO;Curitiba;-25.414.628;-49.263.586;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 5 _ DV2.1;Sob demanda;Armário outdoor;;;VIVO;;;;;;;;
POINT (-49.262106 -25.420461);PR;41.0;PRCTA_O1A39;;V2.PR.CTA.O1A39;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_O1A39;R. MARIA CLARA;  286 - ALTO DA GLÓRIA;Curitiba;-25.420.461;-49.262.106;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 5 _ DV2.1;Sob demanda;Armário outdoor;;;VIVO;;;;;;;;
POINT (-49.325183 -25.494783);PR;41.0;PRCTA_O1A3A;;V2.PR.CTA.O1A3A;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_O1A3A; R. PROF ALGACYR. MUNHOZ MADER; 1452 - CIC;Curitiba;-25.494.783;-49.325.183;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 5 _ DV2.1;Sob demanda;Armário outdoor;;;VIVO;;;;;;;;
POINT (-49.328775 -25.505222);PR;41.0;PRCTA_O1A3B;;V2.PR.CTA.O1A3B;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_O1A3B; R. CELESTINO MESSING DE SIQUEIRA; 09 - CIC;Curitiba;-25.505.222;-49.328.775;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 5 _ DV2.1;Sob demanda;Armário outdoor;;;VIVO;;;;;;;;
POINT (-49.262386 -25.478861);PR;41.0;PRCTA_O1A3C;;V2.PR.CTA.O1A3C;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_O1A3C;R. MARGINAL LINHA VERDE; 13740 - FANNY;Curitiba;-25.478.861;-49.262.386;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 5 _ DV2.1;Sob demanda;Armário outdoor;;;VIVO;;;;;;;;
POINT (-49.2462 -25.477769);PR;41.0;PRCTA_O1A3H;;V2.PR.CTA.O1A3H;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_O1A3H;R. Frey Henrique de Coimbra; 404 - HAUER;Curitiba;-25.477.769;-492.462;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 5 _ DV2.1;Sob demanda;Armário outdoor;;;VIVO;;;;;;;;
POINT (-49.249897 -25.479664);PR;41.0;PRCTA_O1A3I;;V2.PR.CTA.O1A3I;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_O1A3I;R. FREDERICO MAURER; 1121 - HAUER;Curitiba;-25.479.664;-49.249.897;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 5 _ DV2.1;Sob demanda;Armário outdoor;;;VIVO;;;;;;;;
POINT (-49.239692 -25.487889);PR;41.0;PRCTA_O1A3J;;V2.PR.CTA.O1A3J;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_O1A3J;R. CARLOS DE LAET; 2896 - HAUER;Curitiba;-25.487.889;-49.239.692;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 5 _ DV2.1;Sob demanda;Armário outdoor;;;VIVO;;;;;;;;
POINT (-49.288864 -25.433428);PR;41.0;PRCTA_O1A43;;V2.PR.CTA.O1A43;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_O1A43;R. AUGUSTO STELFELD; 1649 - BIGORRILHO;Curitiba;-25.433.428;-49.288.864;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 5 _ DV2.1;Sob demanda;Armário outdoor;;;VIVO;;;;;;;;
POINT (-49.298806 -25.4346);PR;41.0;PRCTA_O1A44;;V2.PR.CTA.O1A44;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_O1A44;MARECHAL JOSÉ BORMANN 1190 - BIGORRILHO;Curitiba;-254.346;-49.298.806;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 5 _ DV2.1;Sob demanda;Armário outdoor;;;VIVO;;;;;;;;;
POINT (-49.290828 -25.435197);PR;41.0;PRCTA_O1A45;;V2.PR.CTA.O1A45;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_O1A45;R. DESEMBARGADOR. OTAVIO DO AMARAL; 70 - BIGORRILHO;Curitiba;-25.435.197;-49.290.828;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 5 _ DV2.1;Sob demanda;Armário outdoor;;;VIVO;;;;;;;;
POINT (-49.275408 -25.403208);PR;41.0;PRCTA_O1A46;;V2.PR.CTA.O1A46;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_O1A46;R. NILO PEÇANHA; 1945 - VISTA ALEGRE;Curitiba;-25.403.208;-49.275.408;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 5 _ DV2.1;Sob demanda;Armário outdoor;;;VIVO;;;;;;;;
POINT (-49.277233 -25.41205);PR;41.0;PRCTA_O1A48;;V2.PR.CTA.O1A48;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_O1A48;R. EMILIO DE MENEZES; 1200 - MERCÊS;Curitiba;-2.541.205;-49.277.233;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 5 _ DV2.1;Sob demanda;Armário outdoor;;;VIVO;;;;;;;;
POINT (-49.243475 -25.420581);PR;41.0;PRCTA_O1A52;;V2.PR.CTA.O1A52;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_O1A52;AV. PRES RODRIGO OTAVIO; 1158 - HUGO LANGE;Curitiba;-25.420.581;-49.243.475;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 5 _ DV2.1;Sob demanda;Armário outdoor;;;VIVO;;;;;;;;
POINT (-49.283236 -25.418228);PR;41.0;PRCTA_O1A53;;V2.PR.CTA.O1A53;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_O1A53;R. SOLIMÕES; 672 - MERCÊS;Curitiba;-25.418.228;-49.283.236;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 5 _ DV2.1;Sob demanda;Armário outdoor;;;VIVO;;;;;;;;
POINT (-49.282611 -25.427972);PR;41.0;PRCTA_O1A54;;V2.PR.CTA.O1A54;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_O1A54;R. PRUDENTE DE MOREAES; 755 B - BIGORRILHO;Curitiba;-25.427.972;-49.282.611;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 5 _ DV2.1;Sob demanda;Armário outdoor;;;VIVO;;;;;;;;
POINT (-49.293089 -25.425167);PR;41.0;PRCTA_O1A55;;V2.PR.CTA.O1A55;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_O1A55;RUA PROF. LYCIO GREIN CASTRO VELLOZO; 108 - MERCÊS;Curitiba;-25.425.167;-49.293.089;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 5 _ DV2.1;Sob demanda;Armário outdoor;;;VIVO;;;;;;;;
POINT (-49.244761 -25.430781);PR;41.0;PRCTA_O1A57;;V2.PR.CTA.O1A57;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_O1A57;Rua Presidente Rodrigo Otávio; 8 - CRISTO REI;Curitiba;-25.430.781;-49.244.761;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 5 _ DV2.1;Sob demanda;Armário outdoor;;;VIVO;;;;;;;;
POINT (-49.262428 -25.410761);PR;41.0;PRCTA_O1A61;;V2.PR.CTA.O1A61;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_O1A61;R. MOISES MARCONDES; 1012 - JUVEVÊ;Curitiba;-25.410.761;-49.262.428;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 5 _ DV2.1;Sob demanda;Armário outdoor;;;VIVO;;;;;;;;
POINT (-49.258092 -25.403142);PR;41.0;PRCTA_O1A63;;V2.PR.CTA.O1A63;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_O1A63;R. ANITA GARIBALDI; 961 - CABRAL;Curitiba;-25.403.142;-49.258.092;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 5 _ DV2.1;Sob demanda;Armário outdoor;;;VIVO;;;;;;;;
POINT (-49.245539 -25.411217);PR;41.0;PRCTA_O1A65;;V2.PR.CTA.O1A65;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_O1A65;R. CAMÕES; 2178 - CABRAL;Curitiba;-25.411.217;-49.245.539;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 5 _ DV2.1;Sob demanda;Armário outdoor;;;VIVO;;;;;;;;
POINT (-49.270397 -25.423236);PR;41.0;PRCTA_O1A66;;V2.PR.CTA.O1A66;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_O1A66;AV. CÂNDIDO DE ABREU; 292 - CENTRO CÍVICO;Curitiba;-25.423.236;-49.270.397;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 5 _ DV2.1;Sob demanda;Armário outdoor;;;VIVO;;;;;;;;
POINT (-49.271403 -25.415253);PR;41.0;PRCTA_O1A67;;V2.PR.CTA.O1A67;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_O1A67;R. MATEUS LEME;1339 - SÃO FRANCISCO;Curitiba;-25.415.253;-49.271.403;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 5 _ DV2.1;Sob demanda;Armário outdoor;;;VIVO;;;;;;;;
POINT (-49.280569 -25.423111);PR;41.0;PRCTA_O1A68;;V2.PR.CTA.O1A68;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_O1A68;Rua Emílio de Menezes; 481 - SÃO FRANCISCO;Curitiba;-25.423.111;-49.280.569;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 5 _ DV2.1;Sob demanda;Armário outdoor;;;VIVO;;;;;;;;
POINT (-49.272769 -25.459458);PR;41.0;PRCTA_O1A77;;V2.PR.CTA.O1A77;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_O1A77;R. SAMUEL CEZAR; 1514 - ÁGUA VERDE;Curitiba;-25.459.458;-49.272.769;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 5 _ DV2.1;Sob demanda;Armário outdoor;;;VIVO;;;;;;;;
POINT (-49.241692 -25.402622);PR;41.0;PRCTA_O1A84;;V2.PR.CTA.O1A84;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_O1A84;R. MÉXICO; 20 - BACACHERI;Curitiba;-25.402.622;-49.241.692;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 5 _ DV2.1;Sob demanda;Armário outdoor;;;VIVO;;;;;;;;
POINT (-49.268522 -25.424214);PR;41.0;PRCTA_O1A85;;V2.PR.CTA.O1A85;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_O1A85;R. PRESIDENTE FARIA; 625 - CENTRO;Curitiba;-25.424.214;-49.268.522;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 5 _ DV2.1;Sob demanda;Armário outdoor;;;VIVO;;;;;;;;
POINT (-49.281894 -25.433264);PR;41.0;PRCTA_O1A87;;V2.PR.CTA.O1A87;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_O1A87;R. CARLOS DE CARVALHO; 768 - CENTRO;Curitiba;-25.433.264;-49.281.894;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 5 _ DV2.1;Sob demanda;Armário outdoor;;;VIVO;;;;;;;;
POINT (-49.259164 -25.433933);PR;41.0;PRCTA_O1A91;;V2.PR.CTA.O1A91;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_O1A91;R. FRANCISCO TORRES; 799 - CENTRO;Curitiba;-25.433.933;-49.259.164;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 5 _ DV2.1;Sob demanda;Armário outdoor;;;VIVO;;;;;;;;
POINT (-49.297169 -25.512472);PR;41.0;PRCTA_O1A92;;V2.PR.CTA.O1A92;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_O1A92;Rua José Pereira Araújo; 303 - PINHEIRINHO;Curitiba;-25.512.472;-49.297.169;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 5 _ DV2.1;Sob demanda;Armário outdoor;;;VIVO;;;;;;;;
POINT (-49.286592 -25.440369);PR;41.0;PRCTA_O1A93;;V2.PR.CTA.O1A93;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_O1A93;R. DOM PEDRO II; 715 - CENTRO;Curitiba;-25.440.369;-49.286.592;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 5 _ DV2.1;Sob demanda;Armário outdoor;;;VIVO;;;;;;;;
POINT (-49.253503 -25.447547);PR;41.0;PRCTA_O1A96;;V2.PR.CTA.O1A96;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_O1A96;R. GUABIROTUBA; 371 - PRADO VELHO;Curitiba;-25.447.547;-49.253.503;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 5 _ DV2.1;Sob demanda;Armário outdoor;;;VIVO;;;;;;;;
POINT (-49.270214 -25.440072);PR;41.0;PRCTA_O1A97;;V2.PR.CTA.O1A97;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_O1A97;Rua Alferes Poli; 441 - CENTRO;Curitiba;-25.440.072;-49.270.214;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 5 _ DV2.1;Sob demanda;Armário outdoor;;;VIVO;;;;;;;;
POINT (-49.263236 -25.447989);PR;41.0;PRCTA_O1A98;;V2.PR.CTA.O1A98;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_O1A98;AV. MAL FLORIANO; 2126 - PAROLIN;Curitiba;-25.447.989;-49.263.236;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 5 _ DV2.1;Sob demanda;Armário outdoor;;;VIVO;;;;;;;;
POINT (-49.262525 -25.446508);PR;41.0;PRCTA_O1A99;;V2.PR.CTA.O1A99;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_O1A99;R. SANTO ANTONIO; 550 - REBOUÇAS;Curitiba;-25.446.508;-49.262.525;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 5 _ DV2.1;Sob demanda;Armário outdoor;;;VIVO;;;;;;;;
POINT (-49.293325 -25.465997);PR;41.0;PRCTA_O1B01;;V2.PR.CTA.O1B01;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_O1B01;R. CARMEN MAITO STINGLIN; 121 - PORTÃO;Curitiba;-25.465.997;-49.293.325;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 5 _ DV2.1;Sob demanda;Armário outdoor;;;VIVO;;;;;;;;
POINT (-49.216658 -25.456314);PR;41.0;PRCTA_O1B02;;V2.PR.CTA.O1B02;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_O1B02;R. CUIABA; 490 - CAJURU;Curitiba;-25.456.314;-49.216.658;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 5 _ DV2.1;Sob demanda;Armário outdoor;;;VIVO;;;;;;;;
POINT (-49.265425 -25.451611);PR;41.0;PRCTA_O1B03;;V2.PR.CTA.O1B03;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_O1B03;R. CONSELHEIRO DANTAS; 847 - REBOUÇAS;Curitiba;-25.451.611;-49.265.425;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 5 _ DV2.1;Sob demanda;Armário outdoor;;;VIVO;;;;;;;;
POINT (-49.277328 -25.426828);PR;41.0;PRCTA_O1B05;;V2.PR.CTA.O1B05;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_O1B05;R. CLOTÁRIO PORTUGAL 359 - SÃO FRANCISCO;Curitiba;-25.426.828;-49.277.328;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 5 _ DV2.1;Sob demanda;Armário outdoor;;;VIVO;;;;;;;;;
POINT (-49.297881 -25.44975);PR;41.0;PRCTA_O1B06;;V2.PR.CTA.O1B06;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_O1B06;AV. SETE DE SETEMBRO; 6341 - SANTA QUITÉRIA;Curitiba;-2.544.975;-49.297.881;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 5 _ DV2.1;Sob demanda;Armário outdoor;;;VIVO;;;;;;;;
POINT (-49.269575 -25.535083);PR;41.0;PRCTA_O1B11;;V2.PR.CTA.O1B11;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_O1B11;R. ISAAC FERREIRA; 3401 - SITIO CERCADO;Curitiba;-25.535.083;-49.269.575;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 5 _ DV2.1;Sob demanda;Armário outdoor;;;VIVO;;;;;;;;
POINT (-49.274092 -25.430064);PR;41.0;PRCTA_O1B13;;V2.PR.CTA.O1B13;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_O1B13;R. ÉBANO PERREIRA; 161 - CENTRO;Curitiba;-25.430.064;-49.274.092;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 5 _ DV2.1;Sob demanda;Armário outdoor;;;VIVO;;;;;;;;
POINT (-49.268714 -25.419544);PR;41.0;PRCTA_O1B16;;V2.PR.CTA.O1B16;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_O1B16;AV. CÂNDIDO DE ABREU; 479 - CENTRO CÍVICO;Curitiba;-25.419.544;-49.268.714;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 5 _ DV2.1;Sob demanda;Armário outdoor;;;VIVO;;;;;;;;
POINT (-49.29195 -25.419789);PR;41.0;PRCTA_O1B17;;V2.PR.CTA.O1B17;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_O1B17;R. ALCIDES MUNHOS; 600 - MERCÊS;Curitiba;-25.419.789;-4.929.195;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 5 _ DV2.1;Sob demanda;Armário outdoor;;;VIVO;;;;;;;;
POINT (-49.298028 -25.452306);PR;41.0;PRCTA_O1B24;;V2.PR.CTA.O1B24;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_O1B24;R. TEIXEIRA SOARES 389 - SEMINARIO;Curitiba;-25.452.306;-49.298.028;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 5 _ DV2.1;Sob demanda;Armário outdoor;;;VIVO;;;;;;;;;
POINT (-49.249678 -25.440594);PR;41.0;PRCTA_O1B25;;V2.PR.CTA.O1B25;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_O1B25;AV. PROFESSOR. OMAR. SABBAG; 721 - JARDIM BOTÂNICO;Curitiba;-25.440.594;-49.249.678;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 5 _ DV2.1;Sob demanda;Armário outdoor;;;VIVO;;;;;;;;
POINT (-49.269711 -25.447364);PR;41.0;PRCTA_O1B26;;V2.PR.CTA.O1B26;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_O1B26;R. BRASÍLIO ITIBERÊ; 2705 - CENTRO;Curitiba;-25.447.364;-49.269.711;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 5 _ DV2.1;Sob demanda;Armário outdoor;;;VIVO;;;;;;;;
POINT (-49.231703 -25.517917);PR;41.0;PRCTA_O1B29;;V2.PR.CTA.O1B29;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_O1B29;R. JANUÁRIO ALVES DE SOUZA; 850 - BOQUEIRÃO;Curitiba;-25.517.917;-49.231.703;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 5 _ DV2.1;Sob demanda;Armário outdoor;;;VIVO;;;;;;;;
POINT (-49.230433 -25.456706);PR;41.0;PRCTA_O1B31;;V2.PR.CTA.O1B31;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_O1B31;R. RODOLPHO SENF; 588 - JARDIM DAS AMÉRICAS;Curitiba;-25.456.706;-49.230.433;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 5 _ DV2.1;Sob demanda;Armário outdoor;;;VIVO;;;;;;;;
POINT (-49.227972 -25.435025);PR;41.0;PRCTA_O1B33;;V2.PR.CTA.O1B33;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_O1B33;R. NOSSA SENHORA DE FÁTIMA; 467 - CAPÃO DA IMBÚIA;Curitiba;-25.435.025;-49.227.972;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 5 _ DV2.1;Sob demanda;Armário outdoor;;;VIVO;;;;;;;;
POINT (-49.210689 -25.462969);PR;41.0;PRCTA_O1B37;;V2.PR.CTA.O1B37;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_O1B37;R. CASTORINO AUGUSTO RIDRIGUES; 334 - CAJURU;Curitiba;-25.462.969;-49.210.689;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 5 _ DV2.1;Sob demanda;Armário outdoor;;;VIVO;;;;;;;;
POINT (-49.277417 -25.493183);PR;41.0;PRCTA_O1B38;;V2.PR.CTA.O1B38;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_O1B38;R. NEO MARTINS; 750 - NOVO MUNDO;Curitiba;-25.493.183;-49.277.417;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 5 _ DV2.1;Sob demanda;Armário outdoor;;;VIVO;;;;;;;;
POINT (-49.289067 -25.395581);PR;41.0;PRCTA_O1B39;;V2.PR.CTA.O1B39;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_O1B39;R. SÃO DOMINGOS; 610 - PILARZINHO;Curitiba;-25.395.581;-49.289.067;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 5 _ DV2.1;Sob demanda;Armário outdoor;;;VIVO;;;;;;;;
POINT (-49.232386 -25.425064);PR;41.0;PRCTA_O1B40;;V2.PR.CTA.O1B40;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_O1B40;R. TEÓFILO SOARES GOMES; 717 - JARDIM SOCIAL;Curitiba;-25.425.064;-49.232.386;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 5 _ DV2.1;Sob demanda;Armário outdoor;;;VIVO;;;;;;;;
POINT (-49.228214 -25.412894);PR;41.0;PRCTA_O1B41;;V2.PR.CTA.O1B41;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_O1B41;R. RENATO THADEO; 446 - JARDIM SOCIAL;Curitiba;-25.412.894;-49.228.214;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 5 _ DV2.1;Sob demanda;Armário outdoor;;;VIVO;;;;;;;;
POINT (-49.260733 -25.385789);PR;41.0;PRCTA_O1B42;;V2.PR.CTA.O1B42;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_O1B42;R. ANITA GARIBALDI; 3080 - BARREIRINHA;Curitiba;-25.385.789;-49.260.733;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 5 _ DV2.1;Sob demanda;Armário outdoor;;;VIVO;;;;;;;;
POINT (-49.239847 -25.398147);PR;41.0;PRCTA_O1B48;;V2.PR.CTA.O1B48;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_O1B48;RUA VEREADOR CONSTANTE PINTO;242;Curitiba;-25.398.147;-49.239.847;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 5 _ DV2.1;Sob demanda;Armário outdoor;;;VIVO;;;;;;;;
POINT (-49.213539 -25.435078);PR;41.0;PRCTA_O1B51;;V2.PR.CTA.O1B51;V2.PR.41.CTA_2;PR - Curitiba;CURITIBA;PRCTA_O1B51;Rua Carlos Coelho Junior; 560 - CAPÃO DA IMBÚIA;Curitiba;-25.435.078;-49.213.539;Davi Zaneli Marchetti;ELENICE CONRAD;TIPO 5 _ DV2.1;Sob demanda;Armário outdoor;;;VIVO;;;;;;;;
