WKT;UF;Área Tarifação;sigla;UF_Sigla;Sigla Prisma;Unidade de Negócio;Região;CM Ability;Nome do Site;Endereço;;Município;Latitude;Longitude;Fiscal responsável Vivo;Coordenador Vivo;Coordenador responsável Ability;Classificação Contratual;Modalidade;Tipo de Site;Site ao qual está associado;Detentor do site (conforme Science ou atualizações de campo);Detentor do gabinete (conforme PMTS);Sequencial Science;Monoerb;Site com GMG;Site com GPON da Rede Fixa;;;
POINT (-51.049563 -23.267769);PR;43.0;IOR;PR_IOR;M.PR.IOR;M.LD.43.LDA_2;PR - Londrina;LONDRINA;Ibiporã;RUA PAULO FRONTIN;410;IBIPORÃ;-23.267.769;-51.049.563;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ L;Custo Fixo;ERB / Site de TX;;ATC;;908;331;NÃO;;;;
POINT (-51.07 -23.27963);PR;43.0;ISB;PR_ISB;M.PR.ISB;M.LD.43.LDA_2;PR - Londrina;LONDRINA;IBIPORÃ - PARQUE CASTELO BRANCO;RUA ANTONIO MARTIRE Nº 110;IBIPORÃ;-2.327.963;-51.07;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;CSS;;1;91;522;NÃO;;;;
POINT (-50.415417 -23.009889);PR;43.0;IMB;PR_IMB;M.PR.IMB;M.LD.43.LDA_2;PR - Londrina;ANDIRÁ;ITAMBARACÁ CIDADE;ESTRADA MUNICIPAL ITAMBARACÁ/SÃO JOAQUIM DO PONTAL KM16.6;ITAMBARACÁ;-23.009.889;-50.415.417;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;ATC;;925;946;SIM;;;;;
POINT (-51.67473 -24.2451);PR;43.0;IVP;PR_IVP;M.PR.IVP;M.LD.43.LDA_2;PR - Londrina;CAMPO MOURÃO;Ivaiporã;AVENIDA CASTELO BRANCO X RUA YVENS GUEGUEM;IVAIPORÃ;-242.451;-5.167.473;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;ATC;;907;884;NÃO;;;;;
POINT (-51.690881 -24.350239);PR;43.0;ZAL;PR_ZAL;M.PR.ZAL;M.LD.43.LDA_2;PR - Londrina;CAMPO MOURÃO;ALTO PORÃ REP TX;Rua Angola - Nº S/N (Esq. Rua Sabiá);IVAIPORÃ;-24.350.239;-51.690.881;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ K2;Sob demanda - Básica;ERB / Site de TX;;VIVO;;1;19;903;NÃO;;;;
POINT (-49.979744 -23.164986);PR;43.0;JZO;PR_JZO;M.PR.JZO;M.LD.43.LDA_2;PR - Londrina;ANDIRÁ;Jacarezinho;RUA HENRIQUE SETI; 99 LOTE 14 QUADRA 5;JACAREZINHO;-23.164.986;-49.979.744;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ L;Custo Fixo;ERB / Site de TX;;TELXIUS;;907;789;NÃO;;;;
POINT (-49.949972 -23.148306);PR;43.0;JZ2;PR_JZ2;M.PR.JZ2;M.LD.43.LDA_2;PR - Londrina;LONDRINA;JACAREZINHO 2;Rua Guioxin; em frente ao 255;JACAREZINHO;-23.148.306;-49.949.972;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;CSS - CELL SITE SOLUTIONS;;1;16;514;NÃO;;;
POINT (-49.996556 -23.156333);PR;43.0;ZJZ;PR_ZJZ;M.PR.ZJZ;M.LD.43.LDA_2;PR - Londrina;ANDIRÁ;Jacarezinho Rep;PR 431 (JACAREZINHO-CAMBARÁ); AO LADO DA TELEPAR (FAZENDA SÃO JOÃO);JACAREZINHO;-23.156.333;-49.996.556;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ L;Custo Fixo;ERB / Site de TX;;ATC;;913;577;NÃO;;;;
POINT (-51.532988 -23.1086);PR;43.0;JGP;PR_JGP;M.PR.JGP;M.LD.43.LDA_2;PR - Londrina;LONDRINA;Jaguapitã;RUA DOUTOR ANDRÉ PODELESKIS; QUADRA 3;JAGUAPITÃ;-231.086;-51.532.988;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;SBA;;908;478;SIM;;;;
POINT (-49.716111 -24.251944);PR;43.0;JIV;PR_JIV;M.PR.JIV;M.LD.43.LDA_2;PR - Londrina;ANDIRÁ;Jaguariaíva;RUA JOAQUIM CARLOS GOUVEIA; S/N;JAGUARIAÍVA;-24.251.944;-49.716.111;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;ATC;;907;885;SIM;;;;
POINT (-51.639547 -23.599086);PR;43.0;JDS;PR_JDS;M.PR.JDS;M.LD.43.LDA_2;PR - Londrina;MARINGÁ;Jandaia do Sul Kennedy;RUA ES. KENNEDY;357;JANDAIA DO SUL;-23.599.086;-51.639.547;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;TELXIUS;;907;887;NÃO;;;;
POINT (-51.654306 -23.597611);PR;43.0;JLI;PR_JLI;M.PR.JLI;M.LD.43.LDA_2;PR - Londrina;LONDRINA;JANDAIA DO SUL - INDUSTRIAL;RUA JOSÉ MARIA DE PAULA;2020;JANDAIA DO SUL;-23.597.611;-51.654.306;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;QMC TELECOM;;1;83;543;NÃO;;;
POINT (-50.135861 -23.812361);PR;43.0;JAR;PR_JAR;M.PR.JAR;M.LD.43.LDA_2;PR - Londrina;ANDIRÁ;JAPIRA CIDADE;R FRANCISCO INÁCIO DE OLIVEIRA - N° S/N;JAPIRA;-23.812.361;-50.135.861;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;ATC;;925;927;SIM;;;;;
POINT (-51.692627 -24.177119);PR;43.0;JDG;PR_JDG;M.PR.JDG;M.LD.43.LDA_2;PR - Londrina;CAMPO MOURÃO;Jardim Alegre;AVENIDA GETULINA;526;JARDIM ALEGRE;-24.177.119;-51.692.627;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;SBA;;908;515;SIM;;;;
POINT (-50.978019 -23.258363);PR;43.0;JZN;PR_JZN;M.PR.JZN;M.LD.43.LDA_2;PR - Londrina;LONDRINA;Jataizinho;AVENIDA ANTONIO BRANDÃO DE OLIVEIRA;919;JATAIZINHO;-23.258.363;-50.978.019;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ L;Custo Fixo;ERB / Site de TX;;ATC;;907;846;SIM;;;;
POINT (-49.9136 -23.505031);PR;43.0;JQC;PR_JQC;M.PR.JQC;M.LD.43.LDA_2;PR - Londrina;ANDIRÁ;JOAQUIM TÁVORA - CENTRO;RUA FRANCISCO GOMES DE OLIVEIRA; S/N;JOAQUIM TÁVORA;-23.505.031;-499.136;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ L;Custo Fixo;ERB / Site de TX;;TELXIUS => ATC;;1;82;959;SIM;;;
POINT (-51.174233 -23.334436);PR;43.0;LBL;PR_LBL;M.PR.LBL;M.LD.43.LDA_2;PR - Londrina;LONDRINA;LONDRINA BELA SUIÇA;AV MADRE LEÔNIA MILITO - Nº 1200;LONDRINA;-23.334.436;-51.174.233;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;TELXIUS;;979;432;NÃO;;;;;
POINT (-51.1855 -23.343672);PR;43.0;LCA;PR_LCA;M.PR.LCA;M.LD.43.LDA_2;PR - Londrina;LONDRINA;Shopping Center Sul;RODOVIA CELSO GARCIA CID; KM 377;LONDRINA;-23.343.672;-511.855;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;TELXIUS;;907;838;NÃO;;;;
POINT (-51.174975 -23.283858);PR;43.0;LAA;PR_LAA;M.PR.LAA;M.LD.43.LDA_2;PR - Londrina;LONDRINA;Londrina Autódromo;AVENIDA LUCÍLIO DE HELD; AO LADO DO 205;LONDRINA;-23.283.858;-51.174.975;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;TELXIUS;;908;334;NÃO;;;;
POINT (-51.114444 -23.316889);PR;43.0;LAB;PR_LAB;M.PR.LAB;M.LD.43.LDA_2;PR - Londrina;LONDRINA;Londrina Alexandre Urbanas;Av. Jamil Sacaff;1600;LONDRINA;-23.316.889;-51.114.444;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;SERCOMTEL CELULAR;;959;470;NÃO;;;;
POINT (-51.181313 -23.301833);PR;43.0;LCB;PR_LCB;M.PR.LCB;M.LD.43.LDA_2;PR - Londrina;LONDRINA;Londrina Campo Belo;RUA DEPUTADO NILSON RIBAS Nº120;LONDRINA;-23.301.833;-51.181.313;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;SERCOMTEL CELULAR;;920;535;NÃO;;;;;
POINT (-51.158327 -23.312702);PR;43.0;LCO;PR_LCO;M.PR.LCO;M.LD.43.LDA_2;PR - Londrina;LONDRINA;LONDRINA CONCHA ACÚSTICA;R MAESTRO EGÍDIO CAMARGO DO AMARAL - Nº 118;LONDRINA;-23.312.702;-51.158.327;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;TELXIUS;;923;451;NÃO;;;;;
POINT (-51.161842 -23.314222);PR;43.0;LDP;PR_LDP;M.PR.LDP;M.LD.43.LDA_2;PR - Londrina;LONDRINA;Londrina Embratel;RUA PARÁ Nº1080;LONDRINA;-23.314.222;-51.161.842;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;CLARO;;948;673;NÃO;;;;;
POINT (-51.153488 -23.313347);PR;43.0;LDR;PR_LDR;M.PR.LDR;M.LD.43.LDA_2;PR - Londrina;LONDRINA;Londrina Rodoviária;AVENIDA CELSO GARCIA CID;479;LONDRINA;-23.313.347;-51.153.488;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;TELXIUS;;907;832;NÃO;;;;
POINT (-51.133747 -23.288988);PR;43.0;LDS;PR_LDS;M.PR.LDS;M.LD.43.LDA_2;PR - Londrina;LONDRINA;Londrina Saída p/ Ibiporã;RUA DALVA DE OLIVEIRA;75;LONDRINA;-23.288.988;-51.133.747;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ L;Custo Fixo;ERB / Site de TX;;ATC;;907;825;NÃO;;X;;
POINT (-51.223169 -23.291347);PR;43.0;LDX;PR_LDX;M.PR.LDX;M.LD.43.LDA_2;PR - Londrina;LONDRINA;LONDRINA PARQUE DE EXPOSIÇÕES;R DEPUTADO ARDINAL RIBAS - Nº 245;LONDRINA;-23.291.347;-51.223.169;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;SERCOMTEL CELULAR;;923;146;NÃO;;;;;
POINT (-51.111841 -23.282702);PR;43.0;LEU;PR_LEU;M.PR.LEU;M.LD.43.LDA_2;PR - Londrina;LONDRINA;LONDRINA - EUCALIPTOS;Rua Pedro Antônio de Souza;88; Indusville;LONDRINA;-23.282.702;-51.111.841;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;ATC;;1;12;365;NÃO;;
POINT (-51.138069 -23.306931);PR;43.0;LGA;PR_LGA;M.PR.LGA;M.LD.43.LDA_2;PR - Londrina;LONDRINA;LONDRINA GIRASSOL;RUA GIRASSOL. Nº455;LONDRINA;-23.306.931;-51.138.069;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;ATC (BR TOWER);;920;536;NÃO;;;;;
POINT (-51.154667 -23.281919);PR;43.0;LGT;PR_LGT;M.PR.LGT;M.LD.43.LDA_2;PR - Londrina;LONDRINA;Londrina Milton Galveti;AVENIDA SYLVIO BARROS;23;LONDRINA;-23.281.919;-51.154.667;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ L;Custo Fixo;ERB / Site de TX;;SERCOMTEL CELULAR;;962;673;NÃO;;;;
POINT (-51.107472 -23.550111);PR;43.0;LGU;PR_LGU;M.PR.LGU;M.LD.43.LDA_2;PR - Londrina;LONDRINA;Londrina Guaravera;RODOV. PR 538; GUARAVERA - LONDRINA - Nº S/N;LONDRINA;-23.550.111;-51.107.472;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;PHOENIX;;921;375;NÃO;;;;
POINT (-51.122861 -23.492028);PR;43.0;LIR;PR_LIR;M.PR.LIR;M.LD.43.LDA_2;PR - Londrina;LONDRINA;LONDRINA IRERÊ;FAZENDA SANTA ANTONIETA; LOTE 28 - Nº S/N;LONDRINA;-23.492.028;-51.122.861;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;ATC;;920;520;NÃO;;;;
POINT (-51.197552 -23.282469);PR;43.0;LJV;PR_LJV;M.PR.LJV;M.LD.43.LDA_2;PR - Londrina;LONDRINA;LONDRINA JULES VERNE;AV ARACY SOARES SANTOS; QD 13 LT 24 - N° S/N;LONDRINA;-23.282.469;-51.197.552;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ L;Custo Fixo;ERB / Site de TX;;ATC;;938;867;NÃO;;X;;
POINT (-51.144563 -23.257675);PR;43.0;LLZ;PR_LLZ;M.PR.LLZ;M.LD.43.LDA_2;PR - Londrina;LONDRINA;LONDRINA LUIZ DE SÁ;CONJUNTO HABITACIONAL ENG. LUIZ DE SÁ LT.01; GLEBA JACUTINGA / R ÁLVARO FERREIRA DA LUZ -  N°190;LONDRINA;-23.257.675;-51.144.563;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;SBA;;913;567;NÃO;;;;
POINT (-51.164558 -23.305752);PR;43.0;LMG;PR_LMG;M.PR.LMG;M.LD.43.LDA_2;PR - Londrina;LONDRINA;Londrina Maragogipe;Rua Maragogipe;55;LONDRINA;-23.305.752;-51.164.558;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ K2;Sob demanda - Básica;ERB / Site de TX;;VIVO;;962;672;NÃO;;;;
POINT (-51.204722 -23.365278);PR;43.0;LRY;PR_LRY;M.PR.LRY;M.LD.43.LDA_2;PR - Londrina;LONDRINA;Londrina Royal Park;ROD MABIO GONÇALVES PALHANO - Nº 3333;LONDRINA;-23.365.278;-51.204.722;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;CLARO;;955;811;NÃO;;;;;
POINT (-51.189742 -23.261133);PR;43.0;LSK;PR_LSK;M.PR.LSK;M.LD.43.LDA_2;PR - Londrina;LONDRINA;Londrina Saul Elkind;Av. Saul Elkind;5555;LONDRINA;-23.261.133;-51.189.742;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;SERCOMTEL CELULAR;;955;671;NÃO;;;;
POINT (-51.191778 -23.325528);PR;43.0;LTP;PR_LTP;M.PR.LTP;M.LD.43.LDA_2;PR - Londrina;LONDRINA;LONDRINA TV TROPICAL;RODOVIA CELSO GARCIA CID; KM 380 - S/N;LONDRINA;-23.325.528;-51.191.778;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ K2;Sob demanda - Básica;ERB / Site de TX;;VIVO;;938;848;NÃO;;;;
POINT (-51.1255 -23.381341);PR;43.0;LUV;PR_LUV;M.PR.LUV;M.LD.43.LDA_2;PR - Londrina;LONDRINA;LONDRINA UNIÃO DA VITÓRIA;Rua dos Cozinheiros;LONDRINA;-23.381.341;-511.255;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;ATC;;920;486;NÃO;;;;;
POINT (-51.160453 -23.308239);PR;43.0;ZJC;PR_ZJC;M.PR.ZJC;M.LD.43.LDA_2;PR - Londrina;LONDRINA;LONDRINA - BrT JOÃO CÂNDIDO;Rua João Cândido;556;LONDRINA;-23.308.239;-51.160.453;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ K2;Sob demanda - Básica;ERB / Site de TX;;VIVO;;931;227;NÃO;;;;
POINT (-51.181111 -23.335556);PR;43.0;ZLM;PR_ZLM;M.PR.ZLM;M.LD.43.LDA_2;PR - Londrina;LONDRINA;Londrina Telepar;BR Telecom Av. Madre Leonia Milito; 2100 Lda;LONDRINA;-23.335.556;-51.181.111;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;SP TORRES;;919;26;NÃO;;;;
POINT (-51.146419 -23.312933);PR;43.0;LBV;PR_LBV;M.PR.LBV;M.LD.43.LDA_2;PR - Londrina;LONDRINA;Londrina Shopping Boulevard;Av. Theodoro Victorelli;150;LONDRINA;-23.312.933;-51.146.419;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ K2;Sob demanda - Básica;ERB / Site de TX;;VIVO;;985;392;NÃO;;;;
POINT (-51.14833 -23.335119);PR;43.0;LDE;PR_LDE;M.PR.LDE;M.LD.43.LDA_2;PR - Londrina;LONDRINA;Londrina Eldorado;RUA GONÇALVES LEDO; DATA 12 QUADRA 6;LONDRINA;-23.335.119;-5.114.833;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;ATC;;907;837;NÃO;;;;
POINT (-51.165822 -23.310397);PR;43.0;LDH;PR_LDH;M.PR.LDH;M.LD.43.LDA_2;PR - Londrina;LONDRINA;Londrina Higienópolis;AVENIDA HIGIENÓPOLIS;70;LONDRINA;-23.310.397;-51.165.822;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;TELXIUS;;907;829;NÃO;;;;
POINT (-51.161683 -23.312813);PR;43.0;LC1;PR_LC1;M.PR.LC1;M.LD.43.LDA_2;PR - Londrina;LONDRINA;Londrina Centro;RUA PROFESSOR JOÂO CANDIDO;434;LONDRINA;-23.312.813;-51.161.683;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;TELXIUS;;907;831;NÃO;;;;
POINT (-51.155825 -23.304578);PR;43.0;LC2;PR_LC2;M.PR.LC2;M.LD.43.LDA_2;PR - Londrina;LONDRINA;Londrina Centro 2;RUA BELÉM;451;LONDRINA;-23.304.578;-51.155.825;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ I;Custo Fixo;ERB / Site de TX;;ATC;;907;828;NÃO;X;;;
POINT (-51.211052 -23.313752);PR;43.0;LD1;PR_LD1;M.PR.LD1;M.LD.43.LDA_2;PR - Londrina;LONDRINA;Londrina 01 - Sabará;RUA GONÇALO MONTEIRO;585;LONDRINA;-23.313.752;-51.211.052;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ I;Custo Fixo;ERB / Site de TX;;ATC;;907;636;NÃO;X;;;
POINT (-51.17078 -23.302394);PR;43.0;LD2;PR_LD2;M.PR.LD2;M.LD.43.LDA_2;PR - Londrina;LONDRINA;Londrina 02 - Agari;RUA PORTO ALEGRE;350;LONDRINA;-23.302.394;-5.117.078;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ L;Custo Fixo;ERB / Site de TX;;ATC (BR TOWER);;907;634;NÃO;;;;
POINT (-51.169394 -23.347088);PR;43.0;LD3;PR_LD3;M.PR.LD3;M.LD.43.LDA_2;PR - Londrina;LONDRINA;Londrina 03 - Alcântara;RUA JOSÉ NOGUEIRA FRANCO;530;LONDRINA;-23.347.088;-51.169.394;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ L;Custo Fixo;ERB / Site de TX;;ATC (BR TOWER);;907;635;NÃO;;X;;
POINT (-51.164966 -23.261519);PR;43.0;LD4;PR_LD4;M.PR.LD4;M.LD.43.LDA_2;PR - Londrina;LONDRINA;Londrina 04 - Jardim das Palmeiras;RUA GERALDO SIMÕES;5;LONDRINA;-23.261.519;-51.164.966;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ L;Custo Fixo;ERB / Site de TX;;ATC;;907;824;NÃO;;X;;
POINT (-51.132665 -23.31877);PR;43.0;LD5;PR_LD5;M.PR.LD5;M.LD.43.LDA_2;PR - Londrina;LONDRINA;Londrina Aeroporto;AVENIDA SÃO JOÃO;1611;LONDRINA;-2.331.877;-51.132.665;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ L1;Sob demanda - Completa;ERB / Site de TX;;ATC (BR TOWER);;907;834;NÃO;;;;
POINT (-51.157819 -23.320711);PR;43.0;LD7;PR_LD7;M.PR.LD7;M.LD.43.LDA_2;PR - Londrina;LONDRINA;Londrina 07 - Larsen;RUA RAPOSO TAVARES;654;LONDRINA;-23.320.711;-51.157.819;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;SBA;;907;835;NÃO;;;;
POINT (-51.091142 -23.292836);PR;43.0;LD8;PR_LD8;M.PR.LD8;M.LD.43.LDA_2;PR - Londrina;LONDRINA;Londrina 08 - Ibiporã;RODOVIA MELO PEIXOTO; KM 142;LONDRINA;-23.292.836;-51.091.142;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ L1;Sob demanda - Completa;ERB / Site de TX;;ATC (BR TOWER);;908;124;NÃO;;;;
POINT (-51.179605 -23.315633);PR;43.0;LDC;PR_LDC;M.PR.LDC;M.LD.43.LDA_2;PR - Londrina;LONDRINA;Londrina Alto da Colina;RUA ARTHUR JACEGUAI; S/N;LONDRINA;-23.315.633;-51.179.605;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ L1;Sob demanda - Completa;ERB / Site de TX;;ATC;;907;833;NÃO;;;;
POINT (-51.205325 -23.292364);PR;43.0;LDD;PR_LDD;M.PR.LDD;M.LD.43.LDA_2;PR - Londrina;LONDRINA;Londrina Dedic;Av. Luigi Amorese;LONDRINA;-23.292.364;-51.205.325;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ K2;Sob demanda - Básica;ERB / Site de TX;;VIVO;;955;210;NÃO;;;;;
POINT (-51.202778 -23.292778);PR;43.0;LDI;PR_LDI;M.PR.LDI;M.LD.43.LDA_2;PR - Londrina;LONDRINA;Londrina Industrial;RUA FLAMBOYANT;39;LONDRINA;-23.292.778;-51.202.778;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ L;Custo Fixo;ERB / Site de TX;;ATC;;907;827;NÃO;;X;;
POINT (-51.185 -23.343056);PR;43.0;LCI;PR_LCI;M.PR.LCI;M.LD.43.LDA_2;PR - Londrina;LONDRINA;LONDRINA - SHOPPING CATUAÍ INDOOR;RODOV. CELSO GARCIA CID; KM 377;LONDRINA;-23.343.056;-51.185;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;QMC TELECOM;;1;60;45;NÃO;;;
POINT (-51.179475 -23.308428);PR;43.0;LJU;PR_LJU;M.PR.LJU;M.LD.43.LDA_2;PR - Londrina;LONDRINA;LONDRINA - JUDITH;RUA PROFESSOR SAMUEL MOURA;510;LONDRINA;-23.308.428;-51.179.475;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;QMC TELECOM;;1;61;866;NÃO;;;
POINT (-51.154911 -23.327769);PR;43.0;LVY;PR_LVY;M.PR.LVY;M.LD.43.LDA_2;PR - Londrina;LONDRINA;LONDRINA - VILA IPIRANGA;R MATO GROSSO; N°1893;LONDRINA;-23.327.769;-51.154.911;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;SBA;;962;674;NÃO;;;;
POINT (-51.1778 -23.329);PR;43.0;LSO;PR_LSO;M.PR.LSO;M.LD.43.LDA_2;PR - Londrina;LONDRINA;LONDRINA - SHOPPING AURORA;INDEFINIDO;LONDRINA;-23.329;-511.778;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;CSS - CELL SITE SOLUTIONS;;1;61;533;NÃO;;;;
POINT (-51.201756 -23.30455);PR;43.0;LDT;PR_LDT;M.PR.LDT;M.LD.43.LDA_2;PR - Londrina;LONDRINA;LONDRINA - BANDEIRANTES;AVENIDA SERRA DA ESPERANÇA; S/N;LONDRINA;-2.330.455;-51.201.756;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;CLARO;;1;58;34;NÃO;;;
POINT (-51.152808 -23.286372);PR;43.0;LSR;PR_LSR;M.PR.LSR;M.LD.43.LDA_2;PR - Londrina;LONDRINA;LONDRINA - SHOPPING NORTE INDOOR;R. AMÉRICO DEOLINDO GARLA;224;LONDRINA;-23.286.372;-51.152.808;Bruno Gabriel Marques Felde;Juliano Zamboni;LEANDRO DIOGO;TIPO 8 _ L2;Sob demanda - Básica;ERB / Site de TX;;QMC TELECOM;;1;61;572;NÃO;;;
